,Company_Name,Dependent-Company Status,year of founding,Age of company in years,Internet Activity Score,Short Description of company profile,Industry of company,Focus functions of company,Investors,Employee Count,Employees count MoM change,Has the team size grown,Est. Founding Date,Last Funding Date,Last Funding Amount,Country of company,Continent of company,Number of Investors in Seed,Number of Investors in Angel and or VC,Number of Co-founders,Number of of advisors,Team size Senior leadership,Team size all employees,Presence of a top angel or venture fund in previous round of investment,Number of of repeat investors,Number of  Sales Support material,Worked in top companies,Average size of companies worked for in the past,Have been part of startups in the past?,Have been part of successful startups in the past?,Was he or she partner in Big 5 consulting?,Consulting experience?,Product or service company?,Catering to product/service across verticals,Focus on private or public data?,Focus on consumer data?,Focus on structured or unstructured data,Subscription based business,Cloud or platform based serive/product?,Local or global player,Linear or Non-linear business model,Capital intensive business,Number of  of Partners of company,Crowdsourcing based business,Crowdfunding based business,Machine Learning based business,Predictive Analytics business,Speech analytics business,Prescriptive analytics business,Big Data Business,Cross-Channel Analytics/ marketing channels,Owns data or not? (monetization of data) e.g. Factual,Is the company an aggregator/market place? e.g. Bluekai,Online or offline venture - physical location based business or online venture?,B2C or B2B venture?,Top forums talking about company/Model,Average Years of experience for founder and co founder,Exposure across the globe,Breadth of experience across verticals,Highest education,Years of education,Specialization of highest education,Relevance of education to venture,Relevance of experience to venture,Degree from a Tier 1 or Tier 2 university?,Renowned in professional circle,Experience in selling and building products,Experience in Fortune 100 organizations,Experience in Fortune 500 organizations,Experience in Fortune 1000 organizations,Top management similarity,Number of Recognitions for Founders and Co-founders,Number of  of Research publications,Skills score,Team Composition score,Dificulty of Obtaining Work force,Pricing Strategy,Hyper localisation,Time to market service or product,Employee benefits and salary structures,Long term relationship with other founders,Proprietary or patent position (competitive position),Barriers of entry for the competitors,Company awards,Controversial history of founder or co founder,Legal risk and intellectual property,Client Reputation,google page rank of company website,Technical proficiencies to analyse and interpret unstructured data,Solutions offered,Invested through global incubation competitions?,Industry trend in investing,Disruptiveness of technology,Number of Direct competitors,Employees per year of company existence,Last round of funding received (in milionUSD),Survival through recession,Time to 1st investment (in months),"Avg time to investment - average across all rounds, measured from previous investment",Gartner hype cycle stage,Time to maturity of technology (in years),Percent_skill_Entrepreneurship,Percent_skill_Operations,Percent_skill_Engineering,Percent_skill_Marketing,Percent_skill_Leadership,Percent_skill_Data Science,Percent_skill_Business Strategy,Percent_skill_Product Management,Percent_skill_Sales,Percent_skill_Domain,Percent_skill_Law,Percent_skill_Consulting,Percent_skill_Finance,Percent_skill_Investment,Renown score
156,Company157,1,2007.0,7.0,-69.0,Relational Database Managment System,Analytics,Strategy,Bay Partners|Mohr Davidow Ventures|PacVen Walden Ventures|Walden International|Menlo Ventures|Tao Venture Partners|Silicon Valley Bank|Amazon,55.0,4.0,Yes,2007-01-01,2012-04-25,20000000.0,United States,North America,0.0,7.0,2,0,6,46.0,Yes,6.0,high,No,Medium,Yes,Yes,No,No,Product,Yes,Private,No,Structured,0,Both,Global,Linear,Yes,,No,No,No,No,No,No,Yes,Yes,No,No,Online,B2B,High,High,No,Medium,Masters,21.0,MBA,Yes,No,,500.0,0,1.0,1.0,1.0,Low,81.0,Many,40.0,Low,High,Yes,No,Medium,Bad,No,Yes,No,Yes,No,No,2,,No,No,No,3.0,Medium,0.0,7.6,20.0,Yes,12.0,8.877777778,Plateau,0 to 2,0.0,0.0,88.88888889,0.0,0.0,8.333333333,2.777777778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
161,Company162,1,2013.0,1.0,120.0,CRE research made simple,Analytics|Finance,Strategy,Jeffrey P. Parker|Tom Falus|Matt Dwyer|Sam Wohlstadter|Resolute.vc|High Peaks Venture Partners|KEC Ventures|SoftBank Capital|Jeff Parker|FinTech Collective,5.0,,No,2013-03-01,2014-03-18,3700000.0,United States,North America,0.0,7.0,4,1,4,8.0,Yes,4.0,Nothing,No,Small,Yes,No,No,No,Service,No,Private,No,Structured,0,Platform,Local,Non-Linear,No,,No,No,No,Yes,No,No,Yes,No,No,No,Online,B2B,Low,Medium,No,Low,Masters,21.0,MBA,Yes,No,Both,300.0,0,1.0,1.0,1.0,Medium,91.0,Few,10.0,Low,Low,Yes,No,Low,Bad,No,No,No,Yes,No,No,3,1125918.0,Yes,No,Yes,4.0,Medium,0.0,8.0,3.7,Not Applicable,1.0,6.366666667,Trough,0 to 2,5.555555556,2.777777778,54.86111111,6.25,5.555555556,15.27777778,5.555555556,1.388888889,0.0,0.0,0.0,2.777777778,0.0,0.0,6.0
164,Company165,1,2013.0,1.0,294.0,Simple Inventory Management for Square,E-Commerce|Retail|Mobile,Inventory management,TechStars|Techstars,4.0,0.0,No,2013-05-08,2013-10-11,1000000.0,United States,North America,1.0,1.0,3,0,4,6.0,No,0.0,high,No,Small,No,No,No,No,Service,No,Private,No,Structured,1,Platform,Local,Linear,Yes,,No,No,Yes,Yes,No,Yes,Yes,No,No,No,Online,B2B,Low,High,No,Medium,Masters,21.0,MBA,Yes,Yes,,500.0,0,0.0,0.0,0.0,Low,112.0,Many,45.0,Low,Low,Yes,Yes,Low,Bad,No,Yes,Yes,Yes,No,No,3,810092.0,No,No,No,3.0,Medium,0.0,6.0,1.0,Not Applicable,1.0,1.677777778,Trough,0 to 2,1.851851852,0.0,63.63636364,5.555555556,3.703703704,0.0,12.96296296,4.882154882,3.703703704,1.851851852,0.0,1.851851852,0.0,0.0,4.0
166,Company167,1,2012.0,2.0,334.0,The Machine Learning Company,Analytics,"Optimization, CRM, Pricing",Javelin Venture Partners|Alireza Masrour|Plug & Play Ventures|US Venture Partners|United Parcel Service|Osage University Partners|Scott McNealy,36.0,13.0,Yes,2012-01-01,2013-04-30,18000000.0,United States,North America,0.0,0.0,2,4,7,42.0,Yes,1.0,low,Yes,Medium,No,No,No,No,Service,Yes,Private,No,Structured,0,Platform,Global,Non-Linear,No,,No,No,Yes,Yes,No,Yes,Yes,Yes,No,No,Both,B2B,Low,High,Yes,High,PhD,25.0,Computer Science,Yes,Yes,,400.0,3,1.0,1.0,1.0,Medium,86.0,Many,40.0,Medium,Medium,Yes,No,Medium,Good,No,No,No,Yes,No,No,3,583200.0,No,No,No,3.0,Low,0.0,42.0,18.0,Not Applicable,1.0,3.6,Peak,2 to 5,2.777777778,2.777777778,11.11111111,2.777777778,0.0,61.11111111,13.88888889,2.777777778,2.777777778,0.0,0.0,0.0,0.0,0.0,1.0
168,Company169,1,2009.0,5.0,237.0,Real-time big data platform,,many,Reed Elsevier Ventures|Divergent Ventures|Musea Ventures|Triage Ventures,38.0,0.0,Yes,2009-01-01,2014-03-05,4499999.0,United States,North America,2.0,3.0,1,5,7,40.0,Yes,3.0,medium,No,Small,No,No,No,No,Service,Yes,Private,No,Structured,0,Platform,Global,Linear,Yes,,No,No,Yes,Yes,No,Yes,Yes,No,No,No,Offline,B2B,Low,High,No,Medium,Bachelors,18.0,Chemical Engineering,No,Yes,,489.0,2,0.0,0.0,0.0,Medium,31.0,Few,21.0,Medium,Medium,No,No,Low,Bad,Yes,Yes,No,No,No,No,3,2155880.0,No,No,Yes,3.0,Medium,0.0,10.0,4.499999,Not Applicable,20.0,10.725,Trough,2 to 5,13.88888889,0.0,41.66666667,5.555555556,5.555555556,13.88888889,11.11111111,2.777777778,2.777777778,0.0,0.0,0.0,2.777777778,0.0,2.0
170,Company171,1,2010.0,4.0,616.0,active analytics,Analytics|Software Development|Marketing,"Marketing, customer targeting",Andreessen Horowitz|500 Startups|Point Nine Capital|Sand Hill Angels |Dingman Center Angels,6.0,0.0,No,2010-05-15,2013-06-10,1000000.0,United States,North America,5.0,0.0,2,0,2,5.0,No,0.0,high,No,Small,No,No,No,No,Service,Yes,Private,No,Both,0,Platform,Global,Non-Linear,No,,No,No,Yes,Yes,No,Yes,Yes,Yes,No,No,Online,B2B,,Medium,No,High,Masters,21.0,Arts and Culture,No,No,Tier_1,500.0,0,0.0,0.0,0.0,Medium,153.0,Few,35.0,Low,Low,No,No,Medium,Bad,No,No,No,Yes,No,No,3,103061.0,Yes,No,No,2.0,Low,0.0,1.6,1.0,Not Applicable,37.0,37.0,Plateau,0 to 2,5.882352941,0.0,26.47058824,2.941176471,5.882352941,5.882352941,2.941176471,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
172,Company173,1,2012.0,2.0,137.0,The Real-Time SQL-on-Hadoop Database,Analytics,Database Management,Mohr Davidow Ventures|InterWest Partners,24.0,9.0,Yes,2012-01-01,2014-02-10,15000000.0,United States,North America,0.0,0.0,3,4,6,30.0,Yes,1.0,high,No,Medium,Yes,Yes,No,No,Product,Yes,Private,No,Both,1,Platform,Global,Linear,Yes,,No,No,No,No,No,No,Yes,No,No,No,Offline,B2B,Low,High,No,High,Masters,21.0,Biomedical and mechanical Engineering,No,Yes,,500.0,2,0.0,0.0,0.0,Low,68.0,Few,12.0,Medium,Medium,Yes,No,Medium,Good,No,Yes,Yes,Yes,No,No,3,1065438.0,No,No,Yes,3.0,High,0.0,30.0,15.0,Not Applicable,10.0,8.016666667,Peak,2 to 5,0.0,0.0,45.45454545,0.0,0.0,0.0,4.545454545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
174,Company175,1,2010.0,4.0,191.0,,Search|Enterprise Software|Mobile,Search EnginenOptimization,TenOneTen Ventures|Data Collective,6.0,20.0,No,,,,United States,North America,0.0,9.0,2,0,3,8.0,No,0.0,high,Yes,Large,Yes,Yes,No,No,Product,No,Private,No,Both,0,Platform,Global,Non-Linear,No,,No,No,Yes,Yes,No,Yes,Yes,No,No,No,Offline,B2B,Low,High,Yes,High,PhD,25.0,Computer Science,Yes,Yes,Tier_1,500.0,3,1.0,1.0,1.0,Low,230.0,Many,0.0,Medium,Medium,Yes,No,Medium,,No,Yes,Yes,Yes,No,No,3,1178117.0,Yes,No,No,4.0,High,0.0,2.6,0.77,Not Applicable,26.0,6.244444444,Plateau,0 to 2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0
178,Company179,1,2011.0,3.0,299.0,Transforming Security Risk Management,Analytics|Security|Enterprise Software,technology,Globespan Capital Partners|Menlo Ventures|Flybridge Capital Partners|Commonwealth Capital Ventures|National Science Foundation,41.0,8.0,Yes,2011-01-01,2013-06-05,24000000.0,United States,North America,3.0,0.0,2,2,3,25.0,Yes,2.0,high,No,Small,No,No,No,No,Service,Yes,Private,Yes,Structured,1,Platform,Global,Non-Linear,No,,No,No,No,Yes,No,No,No,No,No,No,Online,B2B,Medium,High,Yes,Medium,Bachelors,18.0,CSE,Yes,Yes,,500.0,0,1.0,0.0,0.0,,360.0,Many,20.0,Medium,High,No,No,Medium,Very Good,Yes,Yes,Yes,No,No,Yes,0,1162155.0,Yes,Yes,No,4.0,Medium,10.0,3.0,24.0,Not Applicable,36.0,24.0,Trigger,2 to 5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
181,Company182,1,2010.0,4.0,-69.0,Intelligent social media dashboard,Media|Analytics|Marketing,Social media analytics,Esther Dyson|Nils Johnson|Charles River Ventures|Quest Venture Partners|StartupAngel|Royce Disini|Tony Pham|Brian Shire|Adora Cheung|Jonathan Pines|SV Angel|Y Combinator|Stanford StartX,7.0,0.0,Yes,2010-04-01,2011-01-01,,United States,North America,12.0,0.0,3,0,3,7.0,No,0.0,medium,Yes,Medium,Yes,No,No,No,Product,Yes,Private,Yes,Unstructured,1,Platform,Global,Non-Linear,No,,No,No,No,Yes,No,Yes,No,No,No,No,Online,B2B,Medium,Medium,Yes,Medium,Bachelors,18.0,CSE,Yes,Yes,Tier_1,500.0,3,0.0,1.0,1.0,,79.0,,7.0,Medium,Low,No,No,Medium,Very Good,No,No,Yes,No,No,No,0,22105.0,Yes,Yes,No,2.0,Medium,3.0,3.0,,Not Applicable,12.0,,Plateau,0 to 2,5.773420479,1.960784314,31.59041394,9.803921569,5.882352941,1.960784314,5.773420479,1.960784314,1.960784314,0.0,0.0,0.0,0.0,0.0,9.0
188,Company189,1,2011.0,3.0,268.0,Big Public Data,,Operations,TriplePoint Capital|Crosslink Capital|Matthew Glass|Strauss Zelnick|Brent Hurley|Comcast Ventures|American Express Ventures|New York Times|Expansion Venture Capital,15.0,0.0,Yes,2011-01-01,2014-01-30,4500000.0,United States,North America,5.0,0.0,2,1,4,16.0,No,0.0,low,No,Medium,Yes,No,No,No,Product,Yes,Public,Yes,Structured,1,Cloud,Local,Linear,No,,No,No,No,Yes,No,Yes,Yes,No,No,No,Online,B2B,Low,Medium,Yes,Low,Masters,21.0,business,Yes,Yes,Tier_1,500.0,0,0.0,0.0,0.0,,0.0,,5.0,Medium,Medium,No,No,Medium,Very Good,Yes,No,No,No,No,No,0,,Yes,Yes,No,4.0,High,5.0,8.0,4.5,Not Applicable,16.0,8.0,Plateau,0 to 2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
189,Company190,1,2011.0,3.0,28.0,Big Data Predictive Insight,Analytics,technology,Sierra Ventures|Mission Ventures|Sumitomo Corporation Equity Asia|Stanford University|UMC Capital|Robert Bosch Venture Capital,41.0,17.0,Yes,2011-01-01,2013-11-22,16000000.0,United States,North America,0.0,0.0,2,2,5,50.0,Yes,2.0,medium,Yes,Medium,Yes,Yes,No,No,Product,Yes,Private,Yes,Structured,1,Cloud,Global,Non-Linear,No,,No,No,No,Yes,No,No,Yes,No,No,No,Online,B2B,Medium,High,Yes,Medium,Bachelors,18.0,electrical engg,No,Yes,Tier_2,500.0,2,0.0,1.0,0.0,,2.0,,37.0,Medium,High,Yes,No,Medium,Very Good,Yes,Yes,No,Yes,No,No,0,,Yes,Yes,No,3.0,High,5.0,25.0,16.0,Not Applicable,12.0,8.0,Plateau,0 to 2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
191,Company192,1,2011.0,3.0,448.0,Marketing analytics software,Advertising|Marketing|Analytics,marketing,Investment Group of Santa Barbara|Aaron Bird|TechStars|Madrona Venture Group|MHS Capital|Rob Glaser,15.0,15.0,Yes,2011-02-01,2012-11-26,1700000.0,United States,North America,3.0,0.0,2,0,2,15.0,Yes,1.0,high,No,Medium,No,No,No,No,Product,Yes,Private,Yes,Structured,1,Platform,Global,Non-Linear,No,,No,No,No,No,No,Yes,No,Yes,No,No,Online,B2B,Medium,High,Yes,Low,Masters,21.0,MGMT,No,Yes,,500.0,3,1.0,0.0,0.0,Medium,272.0,Many,24.0,Medium,Medium,No,Yes,Low,Average,No,Yes,No,No,No,No,0,156473.0,Yes,No,No,3.0,Low,5.0,7.5,1.7,Not Applicable,8.0,6.0,Peak,2 to 5,11.11111111,0.0,22.22222222,27.77777778,5.555555556,11.11111111,11.11111111,5.555555556,0.0,5.555555556,0.0,0.0,0.0,0.0,9.0
198,Company199,1,2011.0,3.0,291.0,,Analytics,technology,Foundry Group|Neu Venture Capital|David Cohen|Tasso Argyros|Mayank Bawa|Dave Kellogg|Mike Greenfield,8.0,0.0,No,2011-10-01,2013-12-10,3150000.0,United States,North America,7.0,0.0,2,1,2,8.0,No,1.0,high,Yes,Medium,No,No,No,No,Service,Yes,Private,Yes,Structured,1,Cloud,Global,Non-Linear,No,,No,No,No,No,No,Yes,Yes,No,No,No,Online,B2B,Low,High,Yes,Medium,Bachelors,18.0,TECH,Yes,Yes,,500.0,2,1.0,1.0,1.0,Medium,90.0,Many,12.0,Medium,High,Yes,No,Medium,Bad,Yes,No,No,No,No,Yes,0,,Yes,No,No,2.0,Medium,3.0,4.0,3.15,Not Applicable,20.0,18.0,Plateau,0 to 2,0.0,0.0,83.33333333,0.0,0.0,0.0,0.0,16.66666667,0.0,0.0,0.0,0.0,0.0,0.0,5.0
199,Company200,1,2009.0,5.0,456.0,Big Data Analytics,Analytics,technology,Redpoint Ventures|Kleiner Perkins Caufield & Byers|Next World Capital|Software AG|Workday|Citi Ventures,89.0,0.0,Yes,2009-09-01,2013-12-17,19000000.0,United States,North America,0.0,0.0,2,0,6,80.0,Yes,3.0,high,Yes,Medium,No,No,No,No,Product,Yes,Private,No,Structured,1,Cloud,Global,Non-Linear,No,,No,No,No,No,No,Yes,Yes,No,No,No,Online,B2B,High,High,Yes,Low,Masters,21.0,TECH,Yes,Yes,,500.0,3,0.0,0.0,0.0,Medium,260.0,Many,14.0,Low,Low,No,No,Low,Very Good,No,No,No,No,No,No,0,880762.0,Yes,No,No,3.0,Low,3.0,20.0,19.0,Not Applicable,12.0,12.0,,,5.555555556,5.555555556,66.66666667,0.0,0.0,16.66666667,5.555555556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
200,Company201,1,2010.0,4.0,331.0,big data platform powered by Cassandra,,Operations,Lightspeed Venture Partners|Sequoia Capital|Jason Calacanis|Crosslink Capital|Salil Deshpande|Meritech Capital Partners|Scale Venture Partners|Next World Capital|DFJ Growth,209.0,11.0,Yes,2010-03-31,2013-07-23,45000000.0,United States,North America,1.0,0.0,2,1,10,226.0,No,6.0,high,Yes,Medium,Yes,Yes,No,No,Product,Yes,Private,Yes,Structured,1,Platform,Global,Non-Linear,No,Few,No,No,Yes,Yes,No,Yes,Yes,No,No,No,Online,B2B,Medium,High,Yes,Low,Bachelors,18.0,MGT,Yes,Yes,Both,500.0,0,1.0,0.0,0.0,Medium,154.0,Many,18.0,Medium,High,No,No,Medium,Average,No,Yes,Yes,No,No,No,0,4331697.0,Yes,No,No,4.0,High,2.0,75.3,45.0,Not Applicable,5.0,14.0,,,0.0,0.0,41.66666667,0.0,0.0,0.0,8.333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
201,Company202,1,2012.0,2.0,118.0,Stream Processing,Analytics|Enterprise Software,operations,August Capital|Morado Venture Partners|AME Cloud Ventures,18.0,13.0,No,2012-01-01,2013-06-26,8000000.0,United States,North America,2.0,0.0,2,0,2,22.0,Yes,0.0,medium,No,Small,No,No,No,No,Product,Yes,Private,Yes,Both,1,Cloud,Global,Non-Linear,Yes,,No,No,Yes,No,No,Yes,Yes,No,No,Yes,Online,B2B,Low,Medium,Yes,Medium,Bachelors,18.0,MGMT,Yes,Yes,,324.0,3,1.0,1.0,1.0,Medium,200.0,,18.0,Low,High,No,No,Low,Average,No,No,Yes,No,No,No,0,44388.0,No,No,No,4.0,Medium,5.0,22.0,8.0,Not Applicable,15.0,11.0,Peak,2 to 5,2.777777778,0.0,62.82051282,0.0,8.333333333,6.623931624,16.66666667,2.777777778,0.0,0.0,0.0,0.0,0.0,0.0,5.0
209,Company210,1,2007.0,7.0,5.0,IT Operations Analytics,Security|Cloud Computing,Operations,Miramar Venture Partners|US Venture Partners|ATA Ventures,53.0,0.0,Yes,2007-01-01,2012-05-01,18000000.0,United States,North America,0.0,2.0,1,0,5,80.0,No,0.0,medium,Yes,Medium,Yes,Yes,No,No,Product,Yes,Private,Yes,Structured,1,Platform,Global,Non-Linear,No,Few,No,No,No,No,No,No,Yes,No,No,No,Online,B2B,Low,High,Yes,Low,PhD,25.0,electrical,Yes,Yes,Both,500.0,3,1.0,1.0,1.0,Medium,187.0,Many,17.0,Low,Low,No,No,Medium,Very Good,Yes,No,No,No,No,No,0,889950.0,No,No,No,2.0,Medium,3.0,13.3,18.0,Yes,60.0,40.0,Peak,2 to 5,0.0,2.777777778,25.0,2.777777778,2.777777778,0.0,8.333333333,2.777777778,0.0,5.555555556,0.0,0.0,0.0,0.0,2.0
210,Company211,1,2011.0,3.0,109.0,Big data/analytics for energy use,CleanTech|Energy,operations,Foundation Capital|Voyager Capital|Stanford University|E.ON,31.0,3.0,Yes,2011-01-01,2014-01-27,12750000.0,United States,North America,0.0,3.0,1,0,6,50.0,Yes,2.0,medium,Yes,Small,Yes,Yes,No,No,Product,No,Private,Yes,Structured,1,Platform,Local,Non-Linear,No,,No,No,No,Yes,No,No,Yes,No,No,No,Online,B2B,Medium,High,Yes,Low,PhD,25.0,electrical,Yes,Yes,Both,500.0,3,1.0,1.0,1.0,Medium,400.0,Many,37.0,Medium,Low,No,No,Low,Bad,Yes,Yes,Yes,No,No,No,0,6773962.0,Yes,No,No,3.0,High,3.0,25.0,12.75,Not Applicable,18.0,13.0,,,11.11111111,0.0,11.11111111,5.555555556,5.555555556,5.555555556,16.66666667,5.555555556,5.555555556,27.77777778,0.0,0.0,0.0,5.555555556,9.0
211,Company212,1,2000.0,14.0,194.0,In-store Customer Analytics,,strategy,Mohr Davidow Ventures|RBC Venture Partners|Columbia Capital|Relay Ventures|Eastward Capital Partners,58.0,0.0,Yes,2000-01-01,2012-10-05,4000000.0,United States,North America,0.0,5.0,0,0,8,40.0,No,0.0,medium,Yes,Large,No,No,No,Yes,Service,Yes,Private,Yes,Unstructured,1,Platform,Global,Non-Linear,Yes,,No,No,No,No,No,Yes,No,No,No,No,Offline,B2B,Low,High,Yes,Low,Bachelors,18.0,TECH,Yes,Yes,,146.0,2,1.0,0.0,1.0,Medium,264.0,Many,41.0,Low,Medium,Yes,No,Medium,Average,Yes,Yes,Yes,No,No,Yes,0,1147953.0,Yes,No,Yes,2.0,High,6.0,3.07,4.0,Yes,84.0,24.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
212,Company213,1,2009.0,5.0,61.0,,E-Commerce,technology,ZIG Capital|JCB Investments|Moore Venture Partners|La Jolla Holding|TomorrowVentures|venture capitals,23.0,0.0,No,2009-06-01,2013-06-26,4000000.0,United States,North America,0.0,1.0,1,0,4,10.0,No,0.0,high,No,Small,Yes,Yes,No,No,Service,Yes,Private,Yes,Structured,1,Platform,Global,Non-Linear,No,,No,No,No,No,No,No,No,No,No,No,Offline,B2B,Medium,High,Yes,Low,Masters,21.0,MGMT,Yes,No,,500.0,3,1.0,0.0,0.0,,408.0,,22.0,Low,High,No,No,Low,Bad,Yes,Yes,No,No,No,Yes,0,1676454.0,Yes,Yes,No,3.0,Medium,1.0,2.5,4.0,Not Applicable,24.0,1.0,,,14.28571429,0.0,4.761904762,33.33333333,9.523809524,4.761904762,19.04761905,0.0,0.0,4.761904762,0.0,0.0,4.761904762,4.761904762,2.0
218,Company219,1,2000.0,14.0,170.0,Customer Intelligence Solutions,Analytics,Marketing,Oak Investment Partners|Diamondhead Ventures|Ampersand Capital Partners,172.0,1.0,Yes,2000-01-01,2013-12-22,11778004.0,United States,North America,0.0,4.0,0,0,5,173.0,Yes,3.0,low,No,Medium,Yes,Yes,No,No,Product,Yes,Private,Yes,Structured,1,Cloud,Global,Linear,No,,No,No,No,Yes,No,Yes,Yes,Yes,No,No,Online,B2B,Medium,High,Yes,Low,Bachelors,18.0,MATHS,Yes,Yes,,500.0,2,0.0,0.0,0.0,,368.0,,10.0,Low,High,No,No,Low,Bad,Yes,No,Yes,No,No,Yes,0,443595.0,Yes,No,No,3.0,High,2.0,13.3,11.778004,Yes,72.0,27.0,Peak,5 to 10,12.5,12.5,25.0,12.5,25.0,12.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
225,Company226,1,2010.0,4.0,-29.0,Business Intelligence and Analytics,Analytics|E-Commerce,sales,Lightspeed Venture Partners|Kleiner Perkins Caufield & Byers,10.0,-17.0,No,2010-07-01,2013-05-17,11000000.0,United States,North America,0.0,0.0,2,3,4,10.0,Yes,1.0,low,Yes,Small,No,No,No,Yes,Product,Yes,Private,Yes,Structured,1,Cloud,Local,Non-Linear,No,,No,No,No,Yes,No,Yes,No,Yes,No,No,Online,B2B,Low,High,Yes,Medium,Bachelors,18.0,engg,Yes,Yes,Tier_1,500.0,2,0.0,1.0,0.0,High,233.0,Few,38.0,Low,Low,No,Yes,Low,Bad,Yes,No,Yes,Yes,No,No,0,,Yes,No,No,3.0,Medium,2.0,3.3,11.0,Not Applicable,8.0,6.0,Trigger,2 to 5,6.25,0.0,18.75,0.0,0.0,6.25,6.25,0.0,6.25,6.25,0.0,0.0,0.0,0.0,1.0
230,Company231,1,2012.0,2.0,1193.0,Pinterest Analytics and Marketing,Analytics|Marketing,Marketing,i2E|SeedStep Angels group,13.0,8.0,No,2012-02-01,2013-11-06,1000000.0,United States,North America,2.0,0.0,2,0,2,15.0,No,0.0,high,No,Large,Yes,Yes,Yes,Yes,Service,Yes,Private,No,Structured,1,Platform,Global,Non-Linear,No,,No,No,Yes,Yes,No,Yes,Yes,Yes,No,No,Online,B2B,Medium,Medium,No,Low,Bachelors,18.0,"Finance, Management",No,No,Tier_1,500.0,0,0.0,1.0,1.0,Low,240.0,Few,37.0,Low,Low,Yes,Yes,Low,,No,No,No,No,No,No,3,14785.0,Yes,Yes,No,2.0,Low,2.0,15.0,1.0,Not Applicable,20.0,20.0,Plateau,2 to 5,16.66666667,5.555555556,0.0,33.33333333,0.0,5.555555556,27.77777778,0.0,5.555555556,5.555555556,0.0,0.0,0.0,0.0,4.0
231,Company232,1,2011.0,3.0,207.0,time-series database service,Network / Hosting / Infrastructure|Analytics,Database Management,TechStars|Hyde Park Venture Partners|Chicago Ventures|Divergent Ventures|John Ives|Data Collective|Lew Moorman|John Engates|Jason Seats,13.0,-7.0,No,2011-11-01,2013-10-09,3200000.0,United States,North America,6.0,0.0,3,2,3,18.0,Yes,1.0,high,No,Small,Yes,No,No,No,Both,Yes,Private,Yes,Structured,1,Cloud,Global,Linear,Yes,,No,No,No,No,No,No,Yes,No,No,Yes,Online,B2B,Medium,Medium,No,Low,Bachelors,18.0,Computer Science,Yes,Yes,,500.0,0,1.0,1.0,1.0,Medium,62.0,Many,10.0,Medium,Low,Yes,No,Medium,,Yes,Yes,No,Yes,No,No,3,751103.0,No,No,Yes,3.0,Medium,0.0,9.0,3.2,Not Applicable,2.0,7.188888889,Peak,2 to 5,8.333333333,3.703703704,15.74074074,7.407407407,0.0,3.703703704,12.03703704,15.74074074,0.0,0.0,0.0,0.0,0.0,0.0,1.0
233,Company234,1,2010.0,4.0,388.0,Being in step with your customers,,CRM,Pitango Venture Capital|Gemini Israel Ventures|Canvas Venture Fund|InterWest Partners,36.0,24.0,Yes,2010-05-01,2014-02-05,15500000.0,United States,North America,0.0,0.0,3,3,6,37.0,Yes,2.0,high,No,Small,No,No,No,No,Product,Yes,Private,Yes,Structured,1,Cloud,Global,Non-Linear,No,,No,No,No,Yes,No,Yes,Yes,Yes,No,No,Online,B2B,Medium,High,Yes,High,Bachelors,18.0,Computer Science,Yes,Yes,,500.0,3,0.0,1.0,1.0,Medium,222.0,Many,50.0,High,High,Yes,No,Medium,,Yes,Yes,Yes,Yes,No,No,3,82868.0,No,No,No,3.0,Medium,4.0,12.33,15.5,Not Applicable,1.0,16.62222222,Trigger,2 to 5,4.074074074,0.0,33.33333333,8.148148148,1.851851852,3.703703704,37.03703704,4.074074074,5.555555556,2.222222222,0.0,0.0,0.0,0.0,9.0
